GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Minute,Margin of Error
0100000US,,United States,314M300US1698023844,1698023844,"United States - In metropolitan or micropolitan statistical area - Chicago-Naperville-Elgin, IL-IN-WI Metro Area - Gary, IN Metro Division","Gary, IN Metro Division",28.0,0.3
0100000US,,United States,314M300US1698029404,1698029404,"United States - In metropolitan or micropolitan statistical area - Chicago-Naperville-Elgin, IL-IN-WI Metro Area - Lake County-Kenosha County, IL-WI Metro Division","Lake County-Kenosha County, IL-WI Metro Division",29.1,0.2
0100000US,,United States,310M300US17020,17020,"United States - In metropolitan or micropolitan statistical area - Chico, CA Metro Area","Chico, CA Metro Area",19.8,0.6
0100000US,,United States,310M300US17060,17060,"United States - In metropolitan or micropolitan statistical area - Chillicothe, OH Micro Area","Chillicothe, OH Micro Area",26.5,1.1
0100000US,,United States,310M300US17140,17140,"United States - In metropolitan or micropolitan statistical area - Cincinnati, OH-KY-IN Metro Area","Cincinnati, OH-KY-IN Metro Area",24.6,0.1
0100000US,,United States,310M300US17200,17200,"United States - In metropolitan or micropolitan statistical area - Claremont-Lebanon, NH-VT Micro Area","Claremont-Lebanon, NH-VT Micro Area",23.1,0.4
0100000US,,United States,310M300US17220,17220,"United States - In metropolitan or micropolitan statistical area - Clarksburg, WV Micro Area","Clarksburg, WV Micro Area",24.1,0.7
0100000US,,United States,310M300US17260,17260,"United States - In metropolitan or micropolitan statistical area - Clarksdale, MS Micro Area","Clarksdale, MS Micro Area",21.5,2.0
0100000US,,United States,310M300US17300,17300,"United States - In metropolitan or micropolitan statistical area - Clarksville, TN-KY Metro Area","Clarksville, TN-KY Metro Area",22.6,0.4
0100000US,,United States,310M300US17340,17340,"United States - In metropolitan or micropolitan statistical area - Clearlake, CA Micro Area","Clearlake, CA Micro Area",28.8,1.6
0100000US,,United States,310M300US17380,17380,"United States - In metropolitan or micropolitan statistical area - Cleveland, MS Micro Area","Cleveland, MS Micro Area",17.6,1.3
0100000US,,United States,310M300US17420,17420,"United States - In metropolitan or micropolitan statistical area - Cleveland, TN Metro Area","Cleveland, TN Metro Area",22.6,0.8
0100000US,,United States,310M300US17460,17460,"United States - In metropolitan or micropolitan statistical area - Cleveland-Elyria, OH Metro Area","Cleveland-Elyria, OH Metro Area",24.6,0.1
0100000US,,United States,310M300US17500,17500,"United States - In metropolitan or micropolitan statistical area - Clewiston, FL Micro Area","Clewiston, FL Micro Area",28.5,2.8
0100000US,,United States,310M300US17540,17540,"United States - In metropolitan or micropolitan statistical area - Clinton, IA Micro Area","Clinton, IA Micro Area",19.5,0.8
0100000US,,United States,310M300US17580,17580,"United States - In metropolitan or micropolitan statistical area - Clovis, NM Micro Area","Clovis, NM Micro Area",14.0,0.6
0100000US,,United States,310M300US17660,17660,"United States - In metropolitan or micropolitan statistical area - Coeur d'Alene, ID Metro Area","Coeur d'Alene, ID Metro Area",21.2,0.6
0100000US,,United States,310M300US17700,17700,"United States - In metropolitan or micropolitan statistical area - Coffeyville, KS Micro Area","Coffeyville, KS Micro Area",17.0,1.0
0100000US,,United States,310M300US17740,17740,"United States - In metropolitan or micropolitan statistical area - Coldwater, MI Micro Area","Coldwater, MI Micro Area",22.9,0.8
0100000US,,United States,310M300US17780,17780,"United States - In metropolitan or micropolitan statistical area - College Station-Bryan, TX Metro Area","College Station-Bryan, TX Metro Area",18.4,0.4
0100000US,,United States,310M300US17820,17820,"United States - In metropolitan or micropolitan statistical area - Colorado Springs, CO Metro Area","Colorado Springs, CO Metro Area",22.7,0.2
0100000US,,United States,310M300US17860,17860,"United States - In metropolitan or micropolitan statistical area - Columbia, MO Metro Area","Columbia, MO Metro Area",17.7,0.4
0100000US,,United States,310M300US17900,17900,"United States - In metropolitan or micropolitan statistical area - Columbia, SC Metro Area","Columbia, SC Metro Area",23.6,0.2
0100000US,,United States,310M300US17980,17980,"United States - In metropolitan or micropolitan statistical area - Columbus, GA-AL Metro Area","Columbus, GA-AL Metro Area",21.4,0.4
0100000US,,United States,310M300US18020,18020,"United States - In metropolitan or micropolitan statistical area - Columbus, IN Metro Area","Columbus, IN Metro Area",19.1,0.6
0100000US,,United States,310M300US18060,18060,"United States - In metropolitan or micropolitan statistical area - Columbus, MS Micro Area","Columbus, MS Micro Area",20.9,1.4
0100000US,,United States,310M300US18100,18100,"United States - In metropolitan or micropolitan statistical area - Columbus, NE Micro Area","Columbus, NE Micro Area",14.1,0.7
0100000US,,United States,310M300US18140,18140,"United States - In metropolitan or micropolitan statistical area - Columbus, OH Metro Area","Columbus, OH Metro Area",23.5,0.1
0100000US,,United States,310M300US18180,18180,"United States - In metropolitan or micropolitan statistical area - Concord, NH Micro Area","Concord, NH Micro Area",26.3,0.5
0100000US,,United States,310M300US18220,18220,"United States - In metropolitan or micropolitan statistical area - Connersville, IN Micro Area","Connersville, IN Micro Area",25.8,1.7
0100000US,,United States,310M300US18260,18260,"United States - In metropolitan or micropolitan statistical area - Cookeville, TN Micro Area","Cookeville, TN Micro Area",24.8,0.7
0100000US,,United States,310M300US18300,18300,"United States - In metropolitan or micropolitan statistical area - Coos Bay, OR Micro Area","Coos Bay, OR Micro Area",18.7,1.3
0100000US,,United States,310M300US18380,18380,"United States - In metropolitan or micropolitan statistical area - Cordele, GA Micro Area","Cordele, GA Micro Area",20.0,2.5
0100000US,,United States,310M300US18420,18420,"United States - In metropolitan or micropolitan statistical area - Corinth, MS Micro Area","Corinth, MS Micro Area",21.4,1.5
0100000US,,United States,310M300US18460,18460,"United States - In metropolitan or micropolitan statistical area - Cornelia, GA Micro Area","Cornelia, GA Micro Area",25.7,1.4
0100000US,,United States,310M300US18500,18500,"United States - In metropolitan or micropolitan statistical area - Corning, NY Micro Area","Corning, NY Micro Area",21.8,0.5
0100000US,,United States,310M300US18580,18580,"United States - In metropolitan or micropolitan statistical area - Corpus Christi, TX Metro Area","Corpus Christi, TX Metro Area",20.4,0.3
0100000US,,United States,310M300US18620,18620,"United States - In metropolitan or micropolitan statistical area - Corsicana, TX Micro Area","Corsicana, TX Micro Area",25.0,1.3
0100000US,,United States,310M300US18660,18660,"United States - In metropolitan or micropolitan statistical area - Cortland, NY Micro Area","Cortland, NY Micro Area",20.7,0.7
0100000US,,United States,310M300US18700,18700,"United States - In metropolitan or micropolitan statistical area - Corvallis, OR Metro Area","Corvallis, OR Metro Area",19.5,0.8
0100000US,,United States,310M300US18740,18740,"United States - In metropolitan or micropolitan statistical area - Coshocton, OH Micro Area","Coshocton, OH Micro Area",24.0,1.3
0100000US,,United States,310M300US18780,18780,"United States - In metropolitan or micropolitan statistical area - Craig, CO Micro Area","Craig, CO Micro Area",20.6,1.9
0100000US,,United States,310M300US18820,18820,"United States - In metropolitan or micropolitan statistical area - Crawfordsville, IN Micro Area","Crawfordsville, IN Micro Area",21.7,1.0
0100000US,,United States,310M300US18860,18860,"United States - In metropolitan or micropolitan statistical area - Crescent City, CA Micro Area","Crescent City, CA Micro Area",14.3,1.4
0100000US,,United States,310M300US18880,18880,"United States - In metropolitan or micropolitan statistical area - Crestview-Fort Walton Beach-Destin, FL Metro Area","Crestview-Fort Walton Beach-Destin, FL Metro Area",24.2,0.5
0100000US,,United States,310M300US18900,18900,"United States - In metropolitan or micropolitan statistical area - Crossville, TN Micro Area","Crossville, TN Micro Area",22.4,0.9
0100000US,,United States,310M300US18980,18980,"United States - In metropolitan or micropolitan statistical area - Cullman, AL Micro Area","Cullman, AL Micro Area",26.5,1.0
0100000US,,United States,310M300US19000,19000,"United States - In metropolitan or micropolitan statistical area - Cullowhee, NC Micro Area","Cullowhee, NC Micro Area",19.3,1.2
0100000US,,United States,310M300US19060,19060,"United States - In metropolitan or micropolitan statistical area - Cumberland, MD-WV Metro Area","Cumberland, MD-WV Metro Area",22.6,0.7
0100000US,,United States,310M300US19100,19100,"United States - In metropolitan or micropolitan statistical area - Dallas-Fort Worth-Arlington, TX Metro Area","Dallas-Fort Worth-Arlington, TX Metro Area",27.8,0.1
0100000US,,United States,314M300US1910019124,1910019124,"United States - In metropolitan or micropolitan statistical area - Dallas-Fort Worth-Arlington, TX Metro Area - Dallas-Plano-Irving, TX Metro Division","Dallas-Plano-Irving, TX Metro Division",27.9,0.1
0100000US,,United States,314M300US1910023104,1910023104,"United States - In metropolitan or micropolitan statistical area - Dallas-Fort Worth-Arlington, TX Metro Area - Fort Worth-Arlington, TX Metro Division","Fort Worth-Arlington, TX Metro Division",27.6,0.2
0100000US,,United States,310M300US19140,19140,"United States - In metropolitan or micropolitan statistical area - Dalton, GA Metro Area","Dalton, GA Metro Area",22.2,0.5
0100000US,,United States,310M300US19180,19180,"United States - In metropolitan or micropolitan statistical area - Danville, IL Metro Area","Danville, IL Metro Area",20.0,0.6
0100000US,,United States,310M300US19220,19220,"United States - In metropolitan or micropolitan statistical area - Danville, KY Micro Area","Danville, KY Micro Area",23.6,1.0
0100000US,,United States,310M300US19260,19260,"United States - In metropolitan or micropolitan statistical area - Danville, VA Micro Area","Danville, VA Micro Area",23.3,0.6
0100000US,,United States,310M300US19300,19300,"United States - In metropolitan or micropolitan statistical area - Daphne-Fairhope-Foley, AL Metro Area","Daphne-Fairhope-Foley, AL Metro Area",27.2,0.8
0100000US,,United States,310M300US19340,19340,"United States - In metropolitan or micropolitan statistical area - Davenport-Moline-Rock Island, IA-IL Metro Area","Davenport-Moline-Rock Island, IA-IL Metro Area",19.8,0.3
0100000US,,United States,310M300US19380,19380,"United States - In metropolitan or micropolitan statistical area - Dayton, OH Metro Area","Dayton, OH Metro Area",21.2,0.2
0100000US,,United States,310M300US19420,19420,"United States - In metropolitan or micropolitan statistical area - Dayton, TN Micro Area","Dayton, TN Micro Area",22.1,1.5
0100000US,,United States,310M300US19460,19460,"United States - In metropolitan or micropolitan statistical area - Decatur, AL Metro Area","Decatur, AL Metro Area",25.0,0.6
0100000US,,United States,310M300US19500,19500,"United States - In metropolitan or micropolitan statistical area - Decatur, IL Metro Area","Decatur, IL Metro Area",18.3,0.5
0100000US,,United States,310M300US19540,19540,"United States - In metropolitan or micropolitan statistical area - Decatur, IN Micro Area","Decatur, IN Micro Area",21.6,1.3
0100000US,,United States,310M300US19580,19580,"United States - In metropolitan or micropolitan statistical area - Defiance, OH Micro Area","Defiance, OH Micro Area",20.3,0.9
0100000US,,United States,310M300US19620,19620,"United States - In metropolitan or micropolitan statistical area - Del Rio, TX Micro Area","Del Rio, TX Micro Area",19.7,2.0
0100000US,,United States,310M300US19660,19660,"United States - In metropolitan or micropolitan statistical area - Deltona-Daytona Beach-Ormond Beach, FL Metro Area","Deltona-Daytona Beach-Ormond Beach, FL Metro Area",25.4,0.4
0100000US,,United States,310M300US19700,19700,"United States - In metropolitan or micropolitan statistical area - Deming, NM Micro Area","Deming, NM Micro Area",19.9,2.2
0100000US,,United States,310M300US19740,19740,"United States - In metropolitan or micropolitan statistical area - Denver-Aurora-Lakewood, CO Metro Area","Denver-Aurora-Lakewood, CO Metro Area",27.3,0.1
0100000US,,United States,310M300US19760,19760,"United States - In metropolitan or micropolitan statistical area - DeRidder, LA Micro Area","DeRidder, LA Micro Area",31.2,2.0
0100000US,,United States,310M300US19780,19780,"United States - In metropolitan or micropolitan statistical area - Des Moines-West Des Moines, IA Metro Area","Des Moines-West Des Moines, IA Metro Area",20.1,0.2
0100000US,,United States,310M300US19820,19820,"United States - In metropolitan or micropolitan statistical area - Detroit-Warren-Dearborn, MI Metro Area","Detroit-Warren-Dearborn, MI Metro Area",26.7,0.1
0100000US,,United States,314M300US1982019804,1982019804,"United States - In metropolitan or micropolitan statistical area - Detroit-Warren-Dearborn, MI Metro Area - Detroit-Dearborn-Livonia, MI Metro Division","Detroit-Dearborn-Livonia, MI Metro Division",25.2,0.2
0100000US,,United States,314M300US1982047664,1982047664,"United States - In metropolitan or micropolitan statistical area - Detroit-Warren-Dearborn, MI Metro Area - Warren-Troy-Farmington Hills, MI Metro Division","Warren-Troy-Farmington Hills, MI Metro Division",27.6,0.1
0100000US,,United States,310M300US19860,19860,"United States - In metropolitan or micropolitan statistical area - Dickinson, ND Micro Area","Dickinson, ND Micro Area",18.3,1.3
0100000US,,United States,310M300US19940,19940,"United States - In metropolitan or micropolitan statistical area - Dixon, IL Micro Area","Dixon, IL Micro Area",22.3,1.1
0100000US,,United States,310M300US19980,19980,"United States - In metropolitan or micropolitan statistical area - Dodge City, KS Micro Area","Dodge City, KS Micro Area",14.1,0.9
0100000US,,United States,310M300US20020,20020,"United States - In metropolitan or micropolitan statistical area - Dothan, AL Metro Area","Dothan, AL Metro Area",23.0,0.4
0100000US,,United States,310M300US20060,20060,"United States - In metropolitan or micropolitan statistical area - Douglas, GA Micro Area","Douglas, GA Micro Area",19.6,1.0
0100000US,,United States,310M300US20100,20100,"United States - In metropolitan or micropolitan statistical area - Dover, DE Metro Area","Dover, DE Metro Area",26.5,0.6
0100000US,,United States,310M300US20140,20140,"United States - In metropolitan or micropolitan statistical area - Dublin, GA Micro Area","Dublin, GA Micro Area",23.7,1.1
0100000US,,United States,310M300US20180,20180,"United States - In metropolitan or micropolitan statistical area - DuBois, PA Micro Area","DuBois, PA Micro Area",24.5,0.9
0100000US,,United States,310M300US20220,20220,"United States - In metropolitan or micropolitan statistical area - Dubuque, IA Metro Area","Dubuque, IA Metro Area",16.5,0.5
0100000US,,United States,310M300US20260,20260,"United States - In metropolitan or micropolitan statistical area - Duluth, MN-WI Metro Area","Duluth, MN-WI Metro Area",20.1,0.3
0100000US,,United States,310M300US20300,20300,"United States - In metropolitan or micropolitan statistical area - Dumas, TX Micro Area","Dumas, TX Micro Area",16.9,1.4
0100000US,,United States,310M300US20340,20340,"United States - In metropolitan or micropolitan statistical area - Duncan, OK Micro Area","Duncan, OK Micro Area",20.1,0.9
0100000US,,United States,310M300US20380,20380,"United States - In metropolitan or micropolitan statistical area - Dunn, NC Micro Area","Dunn, NC Micro Area",29.0,0.6
0100000US,,United States,310M300US20420,20420,"United States - In metropolitan or micropolitan statistical area - Durango, CO Micro Area","Durango, CO Micro Area",21.1,0.8
0100000US,,United States,310M300US20460,20460,"United States - In metropolitan or micropolitan statistical area - Durant, OK Micro Area","Durant, OK Micro Area",20.8,0.8
0100000US,,United States,310M300US20500,20500,"United States - In metropolitan or micropolitan statistical area - Durham-Chapel Hill, NC Metro Area","Durham-Chapel Hill, NC Metro Area",23.8,0.3
0100000US,,United States,310M300US20540,20540,"United States - In metropolitan or micropolitan statistical area - Dyersburg, TN Micro Area","Dyersburg, TN Micro Area",20.0,1.1
0100000US,,United States,310M300US20580,20580,"United States - In metropolitan or micropolitan statistical area - Eagle Pass, TX Micro Area","Eagle Pass, TX Micro Area",21.2,1.4
0100000US,,United States,310M300US20660,20660,"United States - In metropolitan or micropolitan statistical area - Easton, MD Micro Area","Easton, MD Micro Area",26.6,1.5
0100000US,,United States,310M300US20700,20700,"United States - In metropolitan or micropolitan statistical area - East Stroudsburg, PA Metro Area","East Stroudsburg, PA Metro Area",38.6,1.3
0100000US,,United States,310M300US20740,20740,"United States - In metropolitan or micropolitan statistical area - Eau Claire, WI Metro Area","Eau Claire, WI Metro Area",19.5,0.5
0100000US,,United States,310M300US20780,20780,"United States - In metropolitan or micropolitan statistical area - Edwards, CO Micro Area","Edwards, CO Micro Area",20.3,0.8
0100000US,,United States,310M300US20820,20820,"United States - In metropolitan or micropolitan statistical area - Effingham, IL Micro Area","Effingham, IL Micro Area",17.6,0.7
0100000US,,United States,310M300US20900,20900,"United States - In metropolitan or micropolitan statistical area - El Campo, TX Micro Area","El Campo, TX Micro Area",22.6,1.4
0100000US,,United States,310M300US20940,20940,"United States - In metropolitan or micropolitan statistical area - El Centro, CA Metro Area","El Centro, CA Metro Area",20.9,0.7
0100000US,,United States,310M300US20980,20980,"United States - In metropolitan or micropolitan statistical area - El Dorado, AR Micro Area","El Dorado, AR Micro Area",18.6,1.1
0100000US,,United States,310M300US21020,21020,"United States - In metropolitan or micropolitan statistical area - Elizabeth City, NC Micro Area","Elizabeth City, NC Micro Area",28.5,1.2
0100000US,,United States,310M300US21060,21060,"United States - In metropolitan or micropolitan statistical area - Elizabethtown-Fort Knox, KY Metro Area","Elizabethtown-Fort Knox, KY Metro Area",24.1,0.7
0100000US,,United States,310M300US21120,21120,"United States - In metropolitan or micropolitan statistical area - Elk City, OK Micro Area","Elk City, OK Micro Area",17.2,2.4
0100000US,,United States,310M300US21140,21140,"United States - In metropolitan or micropolitan statistical area - Elkhart-Goshen, IN Metro Area","Elkhart-Goshen, IN Metro Area",19.6,0.4
0100000US,,United States,310M300US21180,21180,"United States - In metropolitan or micropolitan statistical area - Elkins, WV Micro Area","Elkins, WV Micro Area",21.2,1.6
0100000US,,United States,310M300US21220,21220,"United States - In metropolitan or micropolitan statistical area - Elko, NV Micro Area","Elko, NV Micro Area",30.0,1.6
0100000US,,United States,310M300US21260,21260,"United States - In metropolitan or micropolitan statistical area - Ellensburg, WA Micro Area","Ellensburg, WA Micro Area",20.8,1.4
0100000US,,United States,310M300US21300,21300,"United States - In metropolitan or micropolitan statistical area - Elmira, NY Metro Area","Elmira, NY Metro Area",19.7,0.6
0100000US,,United States,310M300US21340,21340,"United States - In metropolitan or micropolitan statistical area - El Paso, TX Metro Area","El Paso, TX Metro Area",23.3,0.3
0100000US,,United States,310M300US21380,21380,"United States - In metropolitan or micropolitan statistical area - Emporia, KS Micro Area","Emporia, KS Micro Area",16.5,1.1
0100000US,,United States,310M300US21420,21420,"United States - In metropolitan or micropolitan statistical area - Enid, OK Metro Area","Enid, OK Metro Area",17.2,0.8
0100000US,,United States,310M300US21460,21460,"United States - In metropolitan or micropolitan statistical area - Enterprise, AL Micro Area","Enterprise, AL Micro Area",21.1,0.7
0100000US,,United States,310M300US21500,21500,"United States - In metropolitan or micropolitan statistical area - Erie, PA Metro Area","Erie, PA Metro Area",19.2,0.3
0100000US,,United States,310M300US21540,21540,"United States - In metropolitan or micropolitan statistical area - Escanaba, MI Micro Area","Escanaba, MI Micro Area",19.5,1.2
0100000US,,United States,310M300US21580,21580,"United States - In metropolitan or micropolitan statistical area - Española, NM Micro Area","Española, NM Micro Area",27.7,1.4
0100000US,,United States,310M300US21640,21640,"United States - In metropolitan or micropolitan statistical area - Eufaula, AL-GA Micro Area","Eufaula, AL-GA Micro Area",23.6,1.5
0100000US,,United States,310M300US21660,21660,"United States - In metropolitan or micropolitan statistical area - Eugene, OR Metro Area","Eugene, OR Metro Area",19.9,0.4
0100000US,,United States,310M300US21700,21700,"United States - In metropolitan or micropolitan statistical area - Eureka-Arcata-Fortuna, CA Micro Area","Eureka-Arcata-Fortuna, CA Micro Area",18.2,0.6
0100000US,,United States,310M300US21740,21740,"United States - In metropolitan or micropolitan statistical area - Evanston, WY Micro Area","Evanston, WY Micro Area",20.4,2.4
0100000US,,United States,310M300US21780,21780,"United States - In metropolitan or micropolitan statistical area - Evansville, IN-KY Metro Area","Evansville, IN-KY Metro Area",20.7,0.3
0100000US,,United States,310M300US21820,21820,"United States - In metropolitan or micropolitan statistical area - Fairbanks, AK Metro Area","Fairbanks, AK Metro Area",19.0,0.9
0100000US,,United States,310M300US21840,21840,"United States - In metropolitan or micropolitan statistical area - Fairfield, IA Micro Area","Fairfield, IA Micro Area",14.7,1.2
0100000US,,United States,310M300US21860,21860,"United States - In metropolitan or micropolitan statistical area - Fairmont, MN Micro Area","Fairmont, MN Micro Area",17.1,0.8
0100000US,,United States,310M300US21900,21900,"United States - In metropolitan or micropolitan statistical area - Fairmont, WV Micro Area","Fairmont, WV Micro Area",23.8,0.8
0100000US,,United States,310M300US21980,21980,"United States - In metropolitan or micropolitan statistical area - Fallon, NV Micro Area","Fallon, NV Micro Area",20.1,1.5
0100000US,,United States,310M300US22020,22020,"United States - In metropolitan or micropolitan statistical area - Fargo, ND-MN Metro Area","Fargo, ND-MN Metro Area",16.9,0.4
0100000US,,United States,310M300US22060,22060,"United States - In metropolitan or micropolitan statistical area - Faribault-Northfield, MN Micro Area","Faribault-Northfield, MN Micro Area",22.2,0.7
0100000US,,United States,310M300US22100,22100,"United States - In metropolitan or micropolitan statistical area - Farmington, MO Micro Area","Farmington, MO Micro Area",24.5,1.3
0100000US,,United States,310M300US22140,22140,"United States - In metropolitan or micropolitan statistical area - Farmington, NM Metro Area","Farmington, NM Metro Area",23.6,0.7
0100000US,,United States,310M300US22180,22180,"United States - In metropolitan or micropolitan statistical area - Fayetteville, NC Metro Area","Fayetteville, NC Metro Area",21.4,0.3
0100000US,,United States,310M300US22220,22220,"United States - In metropolitan or micropolitan statistical area - Fayetteville-Springdale-Rogers, AR-MO Metro Area","Fayetteville-Springdale-Rogers, AR-MO Metro Area",21.2,0.3
0100000US,,United States,310M300US22260,22260,"United States - In metropolitan or micropolitan statistical area - Fergus Falls, MN Micro Area","Fergus Falls, MN Micro Area",21.3,0.5
0100000US,,United States,310M300US22280,22280,"United States - In metropolitan or micropolitan statistical area - Fernley, NV Micro Area","Fernley, NV Micro Area",31.4,1.6
0100000US,,United States,310M300US22300,22300,"United States - In metropolitan or micropolitan statistical area - Findlay, OH Micro Area","Findlay, OH Micro Area",17.1,0.8
0100000US,,United States,310M300US22340,22340,"United States - In metropolitan or micropolitan statistical area - Fitzgerald, GA Micro Area","Fitzgerald, GA Micro Area",16.9,1.1
0100000US,,United States,310M300US22380,22380,"United States - In metropolitan or micropolitan statistical area - Flagstaff, AZ Metro Area","Flagstaff, AZ Metro Area",18.1,0.6
0100000US,,United States,310M300US22420,22420,"United States - In metropolitan or micropolitan statistical area - Flint, MI Metro Area","Flint, MI Metro Area",25.9,0.4
0100000US,,United States,310M300US22500,22500,"United States - In metropolitan or micropolitan statistical area - Florence, SC Metro Area","Florence, SC Metro Area",23.1,0.6
0100000US,,United States,310M300US22520,22520,"United States - In metropolitan or micropolitan statistical area - Florence-Muscle Shoals, AL Metro Area","Florence-Muscle Shoals, AL Metro Area",24.3,0.6
0100000US,,United States,310M300US22540,22540,"United States - In metropolitan or micropolitan statistical area - Fond du Lac, WI Metro Area","Fond du Lac, WI Metro Area",20.3,0.6
0100000US,,United States,310M300US22580,22580,"United States - In metropolitan or micropolitan statistical area - Forest City, NC Micro Area","Forest City, NC Micro Area",24.9,1.2
0100000US,,United States,310M300US22620,22620,"United States - In metropolitan or micropolitan statistical area - Forrest City, AR Micro Area","Forrest City, AR Micro Area",19.5,1.3
0100000US,,United States,310M300US22660,22660,"United States - In metropolitan or micropolitan statistical area - Fort Collins, CO Metro Area","Fort Collins, CO Metro Area",22.4,0.4
0100000US,,United States,310M300US22700,22700,"United States - In metropolitan or micropolitan statistical area - Fort Dodge, IA Micro Area","Fort Dodge, IA Micro Area",16.1,0.7
0100000US,,United States,310M300US22780,22780,"United States - In metropolitan or micropolitan statistical area - Fort Leonard Wood, MO Micro Area","Fort Leonard Wood, MO Micro Area",19.1,0.9
0100000US,,United States,310M300US22800,22800,"United States - In metropolitan or micropolitan statistical area - Fort Madison-Keokuk, IA-IL-MO Micro Area","Fort Madison-Keokuk, IA-IL-MO Micro Area",20.2,0.7
0100000US,,United States,310M300US22820,22820,"United States - In metropolitan or micropolitan statistical area - Fort Morgan, CO Micro Area","Fort Morgan, CO Micro Area",16.8,1.0
0100000US,,United States,310M300US22840,22840,"United States - In metropolitan or micropolitan statistical area - Fort Payne, AL Micro Area","Fort Payne, AL Micro Area",23.0,0.8
0100000US,,United States,310M300US22860,22860,"United States - In metropolitan or micropolitan statistical area - Fort Polk South, LA Micro Area","Fort Polk South, LA Micro Area",21.5,1.1
0100000US,,United States,310M300US22900,22900,"United States - In metropolitan or micropolitan statistical area - Fort Smith, AR-OK Metro Area","Fort Smith, AR-OK Metro Area",21.3,0.5
0100000US,,United States,310M300US23060,23060,"United States - In metropolitan or micropolitan statistical area - Fort Wayne, IN Metro Area","Fort Wayne, IN Metro Area",21.2,0.3
0100000US,,United States,310M300US23140,23140,"United States - In metropolitan or micropolitan statistical area - Frankfort, IN Micro Area","Frankfort, IN Micro Area",23.0,1.1
0100000US,,United States,310M300US23180,23180,"United States - In metropolitan or micropolitan statistical area - Frankfort, KY Micro Area","Frankfort, KY Micro Area",21.0,0.8
0100000US,,United States,310M300US23240,23240,"United States - In metropolitan or micropolitan statistical area - Fredericksburg, TX Micro Area","Fredericksburg, TX Micro Area",20.2,1.8
0100000US,,United States,310M300US23300,23300,"United States - In metropolitan or micropolitan statistical area - Freeport, IL Micro Area","Freeport, IL Micro Area",20.8,0.7
0100000US,,United States,310M300US23340,23340,"United States - In metropolitan or micropolitan statistical area - Fremont, NE Micro Area","Fremont, NE Micro Area",18.5,1.0
0100000US,,United States,310M300US23380,23380,"United States - In metropolitan or micropolitan statistical area - Fremont, OH Micro Area","Fremont, OH Micro Area",19.8,0.7
0100000US,,United States,310M300US23420,23420,"United States - In metropolitan or micropolitan statistical area - Fresno, CA Metro Area","Fresno, CA Metro Area",22.3,0.3
0100000US,,United States,310M300US23460,23460,"United States - In metropolitan or micropolitan statistical area - Gadsden, AL Metro Area","Gadsden, AL Metro Area",23.9,0.7
0100000US,,United States,310M300US23500,23500,"United States - In metropolitan or micropolitan statistical area - Gaffney, SC Micro Area","Gaffney, SC Micro Area",22.3,1.1
0100000US,,United States,310M300US23540,23540,"United States - In metropolitan or micropolitan statistical area - Gainesville, FL Metro Area","Gainesville, FL Metro Area",21.5,0.5
0100000US,,United States,310M300US23580,23580,"United States - In metropolitan or micropolitan statistical area - Gainesville, GA Metro Area","Gainesville, GA Metro Area",26.4,0.6
0100000US,,United States,310M300US23620,23620,"United States - In metropolitan or micropolitan statistical area - Gainesville, TX Micro Area","Gainesville, TX Micro Area",24.4,1.3
0100000US,,United States,310M300US23660,23660,"United States - In metropolitan or micropolitan statistical area - Galesburg, IL Micro Area","Galesburg, IL Micro Area",17.8,0.7
0100000US,,United States,310M300US23700,23700,"United States - In metropolitan or micropolitan statistical area - Gallup, NM Micro Area","Gallup, NM Micro Area",22.3,1.0
0100000US,,United States,310M300US23780,23780,"United States - In metropolitan or micropolitan statistical area - Garden City, KS Micro Area","Garden City, KS Micro Area",15.0,0.8
0100000US,,United States,310M300US23820,23820,"United States - In metropolitan or micropolitan statistical area - Gardnerville Ranchos, NV Micro Area","Gardnerville Ranchos, NV Micro Area",23.9,1.2
0100000US,,United States,310M300US23860,23860,"United States - In metropolitan or micropolitan statistical area - Georgetown, SC Micro Area","Georgetown, SC Micro Area",25.0,1.2
0100000US,,United States,310M300US23900,23900,"United States - In metropolitan or micropolitan statistical area - Gettysburg, PA Metro Area","Gettysburg, PA Metro Area",27.5,0.5
0100000US,,United States,310M300US23940,23940,"United States - In metropolitan or micropolitan statistical area - Gillette, WY Micro Area","Gillette, WY Micro Area",20.1,1.3
0100000US,,United States,310M300US23980,23980,"United States - In metropolitan or micropolitan statistical area - Glasgow, KY Micro Area","Glasgow, KY Micro Area",21.2,0.7
0100000US,,United States,310M300US24020,24020,"United States - In metropolitan or micropolitan statistical area - Glens Falls, NY Metro Area","Glens Falls, NY Metro Area",24.4,0.6
0100000US,,United States,310M300US24060,24060,"United States - In metropolitan or micropolitan statistical area - Glenwood Springs, CO Micro Area","Glenwood Springs, CO Micro Area",28.1,1.0
0100000US,,United States,310M300US24100,24100,"United States - In metropolitan or micropolitan statistical area - Gloversville, NY Micro Area","Gloversville, NY Micro Area",24.5,1.1
0100000US,,United States,310M300US24140,24140,"United States - In metropolitan or micropolitan statistical area - Goldsboro, NC Metro Area","Goldsboro, NC Metro Area",22.1,0.7
